title,authors,average_rating,isbn,# num_pages
Roald Dahl Treasury,Roald Dahl,4.43,067003665X,448
Omega Path (Outlanders  #4),James Axler,3.87,373638175,352
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault-Robert Hurley,4.07,394751221,304
The Men Who Stare at Goats,Jon Ronson,3.60,743270606,259
The Changeling Sea,Patricia A. McKillip,4.07,141312629,137
Babylon Revisited and Other Stories,F. Scott Fitzgerald-James L.W. West III,4.00,684824485,260
A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,4.31,055255264X,352
The Ruins,Scott B. Smith,3.54,1400043875,319
Velvet,Alec Kalla,2.57,373265263,251
Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.83,312989482,320
Never Go Home Again,Shannon Holmes,4.04,743496167,320
Black Like Me,John Howard Griffin,4.13,451208641,208
Hard-boiled Wonderland und das Ende der Welt,Haruki Murakami,4.15,3518396978,542
Glory of the Seas,Agnes Danforth Hewes-N.C. Wyeth,3.08,394911873,314
They Came from Below,Blake Nelson,3.67,765314231,299
The Corrections,Jonathan Franzen,3.79,1841156736,653
Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,4.49,674995570,496
Savage Stone Age Sticker Book (Horrible Histories),Terry Deary,4.00,439959047,20
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.89,521439612,214
Worlds of Wonder: How to Write Science Fiction & Fantasy,David Gerrold,3.92,1582970076,246
Love Mode  Vol. 2,Yuki Shimizu,4.24,1598160117,204
Waterworks,E.L. Doctorow-Sam Waterston,3.44,679433724,0
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,3.84,758210183,342
The Shelters of Stone (Earth's Children  #5),Jean M. Auel,3.82,553382616,891
Island of the Blue Dolphins,Scott O'Dell-Tantoo Cardinal,3.82,307243168,4
Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556,608
The Norton Anthology of Western Literature  Volume 1,Sarah N. Lawall-Heather James-William G. Thalmann-Patricia Meyer Spacks-Lee Patterson,3.95,393925722,2704
Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton-John S. Lazo-Keith  L. Parker,4.28,71422803,2021
Scribble  Scribble: Notes on the Media,Nora Ephron,3.70,553122754,163
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,384
Kitty Goes to Washington (Kitty Norville  #2),Carrie Vaughn,3.87,446616427,342
A Man of the People,Chinua Achebe,3.87,385086164,160
Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.80,60584084,372
Rage of Angels,Sidney Sheldon,3.93,6178731,512
The Works of Sir Arthur Conan Doyle Complete and Unabridged,Arthur Conan Doyle,4.49,681319216,799
Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson-Karen Swenson,3.61,815319665,320
Bugs for Lunch/Insectos para el almuerzo,Margery Facklam-Sylvia Long-Liliana Valenzuela,3.78,1570915067,32
Youth in Revolt: The Journals of Nick Twisp,C.D. Payne,4.02,385481969,512
If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.00,312291450,344
The Black Book,Orhan Pamuk-Maureen Freely,3.91,1400078652,466
The Sleepwalkers: A History of Man's Changing Vision of the Universe,Arthur Koestler-Herbert Butterfield,4.25,140192468,624
Dragon Bones (Red Princess  #3),Lisa See,3.64,99415038,364
Jane and the Wandering Eye (Jane Austen Mysteries  #3),Stephanie Barron,3.85,553578170,320
Brewer's Dictionary of Phrase and Fable,John Ayto,4.37,61121207,1326
The Necessary Shakespeare,William Shakespeare,4.33,321272501,896
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),Yumi Hotta-Takeshi Obata,4.11,159116222X,187
Blankets,Craig Thompson,4.05,1891830430,592
The Navigator (NUMA Files  #7),Clive Cussler-Paul Kemprecos,3.93,399154191,437
Tale of Peter Rabbit,Beatrix Potter,4.17,723249865,80
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,140444254,430
Pledged: The Secret Life of Sororities,Alexandra Robbins,3.17,1401300464,384
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,392
Father Hunger: Fathers  Daughters & Food,Margo Maine-Craig L. Johnson,3.55,936077093,254
The Barefoot Book Of Ballet Stories,Jane Yolen,4.22,1841482641,96
Infections and Inequalities: The Modern Plagues,Paul Farmer,4.08,520229134,424
A Certain Justice (Abe Glitsky  #1),John Lescroart,4.00,451217764,624
Savage Anamoly: The Power of Spinoza’s Metaphysics and Politics,Antonio Negri-Michael Hardt,3.98,816636702,304
Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.65,044024191X,388
Enslaved by Ducks,Bob Tarte,3.44,1565124502,308
Shadow Divers,Robert Kurson,4.29,965925072,335
Anita Diamant's The Red Tent: A Reader's Guide,Ann Finding,4.13,826415741,88
The Lost Continent: The Story of Atlantis,Charles John Cutcliffe Wright Hyne-Gary Hoppenstand-Harry Turtledove,3.78,803273320,260
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip-Jay Wurts,4.11,452271681,400
1 000 Places to See Before You Die,Patricia Schultz,3.85,761104844,992
Moo  Baa  La La La!,Sandra Boynton,4.20,689861133,14
Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,375757325,320
You: The Owner's Manual: An Insider's Guide to the Body That Will Make You Healthier and Younger,Michael F. Roizen-Mehmet C. Oz,3.82,60765313,417
The Well At The World's End: Volume I,William Morris-Lin Carter,3.77,1587150883,332
All Creatures Great and Small,James Herriot,4.32,330250493,552
Boy: Tales of Childhood (Roald Dahl's Autobiography  #1),Roald Dahl-Quentin Blake,4.10,141311401,176
The Princess Bride,William Goldman,4.26,345418263,398
The Bell,Iris Murdoch-A.S. Byatt,3.88,141186690,296
Noir: Three Novels of Suspense,Richard Matheson,3.70,765311402,385
Silent Spring,Rachel Carson-Linda Lear-Edward O. Wilson,3.97,618249060,378
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz-Donald R. Gallo,4.01,313324522,256
True Evil,Greg Iles,4.08,743292499,512
Paris to the Moon,Adam Gopnik,3.76,375758232,368
The Eternal Champion (Eternal Champion  #1),Michael Moorcock,3.94,1565041917,484
Wonderland (Wonderland Quartet  #4),Joyce Carol Oates-Elaine Showalter,3.79,081297655X,528
The Complete Dream Dictionary,Pamela J. Ball,3.72,785812148,390
The History,Herodotus-Peter Grene,3.98,226327701,710
Aliens: Original Sin,Michael Jan Friedman,3.67,1595820159,256
A Map of the World,Jane Hamilton-Frank  Muller-C.J. Critt,3.80,385720106,400
A Million Little Pieces,James Frey,3.63,307276902,432
The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4),Patricia Cornwell-Kate Burton,4.15,60791217,0
Selected Poetry of Emily Dickinson,Emily Dickinson,4.16,385487185,299
Floating Dragon,Peter Straub,3.84,425189643,595
Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green-Alan Langford,4.02,140367381,262
Ultimate Annuals  Volume 2,Charlie Huston-Mike Carey-Brian Michael Bendis-Robert Kirkman-Mike Deodato-Ryan Sook-Stuart Immonen-Frazier Irving,3.20,785123717,160
Swapping Lives,Jane Green,3.58,670034800,410
Before Night Falls,Reinaldo Arenas-Dolores M. Koch,4.17,1852428082,317
Anaximander  Heraclitus  Parmenides  Plotinus  Lao-Tzu  Nagarjuna (from Great Philosophers 2),Karl Jaspers-Ralph Manheim,3.96,156075008,138
The Tale of Despereaux,Kate DiCamillo-Timothy Basil Ering,4.03,763625299,267
Marie Antoinette: The Journey,Antonia Fraser,3.92,385489498,512
Zen in Your Garden,Jenny Hendy,3.60,1841811106,128
A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.01,821925326,250
The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky-David Magarshack,4.26,345481267,352
A Pinch of Snuff (Dalziel & Pascoe  #5),Reginald Hill,3.85,440169127,336
The Serpent Mage,Greg Bear,4.00,712616721,343
I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.68,307264556,137
The Collected Works of C.S. Lewis,C.S. Lewis-Michael Hauge,4.45,884861511,537
Healing With Whole Foods: Asian Traditions and Modern Nutrition,Paul Pitchford,4.40,1556434308,784
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa-Akira Watanabe,4.56,1421501759,200
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison-Marc Silvestri,3.77,785113452,112
Lady Oracle,Margaret Atwood,3.68,385491085,346
The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod-Glenn W. Most,4.03,674996232,434
Glue,Irvine Welsh,3.82,99436922,556
This Side of Brightness,Colum McCann,3.85,312421974,304
From Far Away  Vol. 01,Kyoko Hikawa-Trina Robbins-Yuko Sawada-Walden Wong,4.31,1591165997,190
Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,3.70,373793189,249
The Fountains of Paradise,Arthur C. Clarke,3.96,151327734,245
Rounding the Mark (Inspector Montalbano  #7),Andrea Camilleri-Stephen Sartarelli,4.06,014303748X,272
The English Novel: An Introduction,Terry Eagleton,3.79,1405117079,376
Marabou Stork Nightmares,Irvine Welsh,3.86,393315630,288
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye-Jerry B. Jenkins,3.93,399153896,310
The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea-Molly E. Holzschlag,4.00,321303474,296
Blind Willow  Sleeping Woman,Haruki Murakami-Philip Gabriel-Jay Rubin,3.84,1400044618,333
13 Little Blue Envelopes (Little Blue Envelope  #1),Maureen Johnson,3.64,60541431,322
Writing Degree Zero,Roland Barthes-Annette Lavers-Colin Smith-Susan Sontag,3.88,809013843,96
Casino Royale (James Bond  #1),Ian Fleming,3.74,014200202X,181
A Visitation of Spirits,Randall Kenan,3.74,375703977,272
Ward No. 6 and Other Stories,Anton Chekhov-David Plante-Constance Garnett,4.32,1593080034,400
All the Pretty Horses,Cormac McCarthy,3.98,739412531,302
Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.20,60833181,464
The Yiddish Policemen's Union,Michael Chabon,3.70,7149824,414
Essentials of American Government: Continuity and Change,Karen  O'Connor-Larry J. Sabato,3.50,032127623X,604
Prince of Magic,Anne Stuart,3.63,082176053X,348
Scales of the Serpent (Diablo: The Sin War  #2),Richard A. Knaak,3.86,743471237,327
Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.12,3518367064,194
From the Dust Returned,Ray Bradbury,3.75,743429982,206
Answered Prayers,Truman Capote,3.48,141185937,192
Four Gothic Novels: The Castle of Otranto; Vathek; The Monk; Frankenstein,Horace Walpole-William Beckford-Matthew Lewis-Mary Wollstonecraft Shelley,3.95,192823310,624
Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.12,1571740562,263
Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.52,055358295X,336
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,256
Smitten (Elsie Hawkins #2),Janet Evanovich,3.67,60598875,234
The Music of Dolphins,Karen Hesse,3.82,590897985,181
Magister Ludi,Hermann Hesse-Theodore Ziolkowski-Clara Winston-Richard Winston,4.11,553055550,544
The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,Eric Homberger-Alice Hudson,4.05,805078428,192
In the Land of Time: And Other Fantasy Tales,Lord Dunsany-S.T. Joshi,4.12,014243776X,432
Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,425205959,324
An American Plague: The True and Terrifying Story of the Yellow Fever Epidemic of 1793,Jim Murphy,3.80,395776082,165
The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace,Margaret Shepherd-Penny Carter-Sharon Hogan,3.59,767921690,228
The Basketball Diaries and the Book of Nods,Jim Carroll,4.26,571148433,320
The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan-Brian  Wood-Jeremy McHugh,4.04,1589943074,191
Nova Express (The Nova Trilogy  #3),William S. Burroughs,3.68,802133304,192
Jarka Ruus (High Druid of Shannara  #1),Terry Brooks,3.97,345483898,416
Runaway Bride,Deborah  Gordon,4.25,380777584,390
The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien-Christopher Tolkien-Ted Nasmith,3.91,618391118,386
My War Gone By  I Miss It So,Anthony Loyd,4.28,140298541,336
In einer regnerischen Nacht.,Jodi Picoult,3.57,3492236553,512
The Mystery of the Disappearing Cat (The Five Find-Outers  #2),Enid Blyton,3.94,1405203943,232
Identity Crisis,Brad Meltzer-Rags Morales-Michael Bair-Joss Whedon,4.04,1401204589,288
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,715629948,144
El adolescente,Fyodor Dostoyevsky,3.94,8426155340,637
The Irish Anatomist: A Study of Flann O'Brien,Keith Donohue,5.00,1930901356,222
Dear Sister (Sweet Valley High  #7),Francine Pascal-Kate William,3.53,553276727,160
Philosophy of Right,Georg Wilhelm Friedrich Hegel-S.W. Dyde,3.86,486445631,272
Season of Mists (The Sandman  #4),Neil Gaiman-Matt Wagner-George Pratt-Dick Giordano-Kelley Jones-P. Craig Russell-Mike Dringenberg-Malcolm Jones III-Todd Klein-Harlan Ellison,4.54,1563890356,217
Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci-Martin Kemp,4.13,300090951,336
Hard Candy,Angela Knight-Sheri Gilmore-Morgan Hawke,4.00,1596321288,350
Shooting Stars (Shooting Stars  #1-4),V.C. Andrews,3.94,743449029,656
The Case Of The Buried Treasure,James Preller-Jamie Smith-R.W. Alley,3.90,043930931X,112
Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey-Duncan Wu,3.61,415247713,208
A New Leash on Death (A Dog Lover's Mystery  #1),Susan Conant,3.79,425146227,180
Imaginary Lands,Robin McKinley-James P. Blaylock-Patricia A. McKillip-Robert Westall-Peter Dickinson-Jane Yolen-P.C. Hodgell-Michael de Larrabetti-Joan D. Vinge,3.59,862032806,256
Secrets  Lies and Democracy,Noam Chomsky-David Barsamian,3.98,1878825046,128
The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,3.98,99456451,325
The Sleeping Giant and Other Stories,Eleanor Estes,4.00,152758518,101
The Complete Stories and Poems,Edgar Allan Poe,4.38,385074077,821
Jonah's Gourd Vine,Zora Neale Hurston,4.00,60916516,229
Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,465031269,176
Mr. Maybe,Jane Green,3.44,767905202,368
The Progress of Love,Alice Munro,4.15,375724702,320
Even Cowgirls Get the Blues,Tom Robbins,3.75,1842430246,366
A Son of the Circus,Irving John,3.62,747518459,633
The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan-Ann Druyan,4.27,345409469,459
The Book of Leviathan,Peter Blegvad,4.17,1585670987,160
Voleurs de plage,Joanne Harris-Jeannette Short-Payen,3.48,2710325756,380
Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,805081240,248
Hellsing  Vol. 04 (Hellsing  #4),Kohta Hirano,4.29,1593072597,200
The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,399239987,48
The Will to Change: Men  Masculinity  and Love,bell hooks,4.35,743456084,188
La Guerra De Los Dioses (El Ocaso De Los Dragones #2),Margaret Weis-Tracy Hickman,3.73,8448039041,448
Terrier (Beka Cooper  #1),Tamora Pierce,4.16,037581468X,584
Voyager (Outlander  #3),Diana Gabaldon,4.39,385335997,870
On the Road,Jack Kerouac,3.63,143036386,320
Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis-Mark Bagley,3.70,785119272,184
Answers to Questions Teachers Ask about Sensory Integration: Forms  Checklists  and Practical Tools for Teachers and Parents,Stacey Szklut-Carol Stock Kranowitz-Lynn Balzer-Martin,4.12,1931615039,63
Swiftly Tilting Planet,Madeleine L'Engle,4.11,965846857,278
Appendices (The Lord of the Rings  #7),J.R.R. Tolkien,4.14,618042261,189
Lamu: Urusei Yatsura  6,Rumiko Takahashi,4.25,8484497313,408
The Complete Stories  Vol 1,Isaac Asimov,4.36,038541627X,624
Cybernation (Tom Clancy's Net Force  #6),Steve Perry-Tom Clancy-Steve Pieczenik,3.75,425182673,368
Bad Boys Over Easy,Erin McCarthy-Jen Nicholas-Jennifer Wardrip-Jordan Summers,3.78,758208456,249
Happy Are the Peacemakers (Blackie Ryan  #5),Andrew M. Greeley,3.78,515110752,300
Refactoring: Improving the Design of Existing Code,Martin Fowler-Kent Beck-Don Roberts-Erich Gamma,4.23,201485672,431
Black Maria,Diana Wynne Jones,3.71,6755283,240
The Grapes of Wrath,John Steinbeck-Robert DeMott-Mick Wiggins,3.95,143039431,464
Dr Jekyll and Mr Hyde,Robert Louis Stevenson-Vladimir Nabokov,3.80,451523938,128
Collapse,Jared Diamond,3.93,739455354,525
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.12,449904962,288
Santa Claus Doesn't Mop Floors (The Adventures of the Bailey School Kids  #3),Debbie Dadey-Marcia Thornton Jones-John Steven Gurney,3.74,590444778,80
Unnatural Exposure (Kay Scarpetta  #8),Patricia Cornwell,4.06,425163407,367
The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.12,316281336,859
Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett-Shawn E. Klein,4.48,812694554,243
Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.87,618710531,287
When the Elephants Dance,Tess Uriza Holthe,4.03,142002887,368
The Essential Augustine,Augustine of Hippo-Vernon J. Bourke,3.69,915144077,268
The Mini Rough Guide to London,Rob Humphreys-Beth Chaplin-Rebecca Morrill,3.75,184353584X,363
Survival in Auschwitz,Primo Levi-Stuart J. Woolf-Philip Roth,4.31,684826801,187
Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton-Cynthia Griffin Wolff,4.20,940450534,1137
Tsubasa: RESERVoir CHRoNiCLE  Vol. 12,CLAMP-William Flanagan,4.31,345485327,184
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,272
La loca de la casa,Rosa Montero,3.98,9875780154,253
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne-Caleb Carr-Jordan Stump,4.10,812972120,723
The Invention of Tradition,Eric Hobsbawm-Terence O. Ranger-Hugh Trevor-Roper-Prys Morgan-David Cannadine-Bernard S. Cohn,3.96,521437733,320
Undaunted Courage: The Pioneering First Mission to Explore America's Wild Frontier,Stephen E. Ambrose,4.22,074347788X,592
The Servant Leader,Kenneth H. Blanchard,4.07,849996597,128
Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,3.84,1575667215,320
Thunderbird Falls  (Walker Papers  #2),C.E. Murphy,3.86,373802358,408
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.06,802132758,126
Breaking Free from Compulsive Eating,Geneen Roth,4.01,452270847,224
